,Meta,Meta,early Ana,Ana,late Ana,late Ana
Number,T0243.7,T0243.5,T0243.4,T0208.1,T0275_10,T0369_8
all,3662,3812,7011,3317,1511,1306
closer 250nm,1402,1038,6105,2675,1003,801
further,2260,2774,906,642,508,505
,,,,,,
,length,length,length,length,length,length
,32521.85,11453.102,1699.8512,19548.348,,
,18057.34,7080.7822,1551.8645,11552.514,,
,50177.68,3288.1533,8704.6494,4652.6191,,
,9664.9668,6999.2969,2869.1553,5809.5068,,
,3681.5632,20796.66,2986.4922,6165.5879,,
,3214.2124,22856.086,2985.4341,11747.376,,
,2972.5012,5779.8799,2813.0374,7903.1572,,
,25851.961,14391.993,1370.9375,4610.1509,,
,9001.6855,20821.1,1066.6599,7568.9214,,
,13075.614,11680.949,912.37671,6504.0625,,
,13871.056,15117.964,1077.719,9813.3877,,
,13421.491,4769.6797,1540.131,9927.5039,,
,10307.274,6060.5688,3758.6768,2553.5295,,
,13222.828,21051.715,9053.6709,5981.6787,,
,23013.963,9246.2705,876.25146,3827.5513,,
,12072.824,11101.438,797.21143,9274.6982,,
,21457.777,10702.076,3131.6523,11597.059,,
,17859.609,29869.268,644.02673,2657.9543,,
,16731.801,20680.223,585.41473,6138.437,,
,1579.2408,9088.7148,6826.603,2630.1743,,
,34791.355,41359.383,3321.7197,12796.644,,
,1878.0034,10491.943,3814.478,22586.145,,
,19384.16,17575.146,1369.222,1675.3252,,
,4906.6055,29921.916,1337.5856,3536.1333,,
,11374.404,13716.922,9966.7754,5691.9395,,
,11287.248,2503.9939,973.06219,5063.0425,,
,14060.49,17491.705,782.25031,14304.242,,
,10137.461,2834.2373,3070.1641,3354.521,,
,15711.867,36682.559,2117.5308,8467.4229,,
,13663.826,17584.57,2808.8296,19966.018,,
,12237.958,4305.3076,1824.4447,5319.1201,,
,4688.7256,3976.0718,1258.7633,5213.8862,,
,12224.355,8276.2812,1803.3002,12639.334,,
,8477.5986,19162.658,2169.0588,6849.8564,,
,17496.303,16950.691,7433.6113,9615.7109,,
,5648.3862,15554.987,14509.224,6933.8867,,
,3818.0952,12078.159,1868.1406,15674.934,,
,10774.174,20272.861,3001.2747,2729.7395,,
,5180.9814,15813.902,2791.9299,19324.109,,
,6607.9795,41401.645,1018.1456,8204.498,,
,16879.238,5697.9507,2606.9202,3237.7029,,
,3779.783,18065.6,1490.4185,7291.4712,,
,23289.006,14407.345,2079.1294,2336.1787,,
,19672.48,17495.977,5239.7334,11766.841,,
,12447.258,2745.53,5917.3223,4234.9966,,
,6371.0547,7366.0283,2248.4968,5055.9644,,
,12121.012,7674.9043,1914.6439,11937.035,,
,9955.2646,14692.15,1592.0197,3689.7871,,
,12255.935,15953.435,7058.7632,7914.2671,,
,5170.3857,3176.7034,3203.533,11416.77,,
,23993.494,14681.217,2548.6382,9196.2236,,
,20505.371,26045.531,2975.6384,2975.2739,,
,4269.5093,19110.312,1886.0349,2608.9211,,
,6354.4546,3808.4832,1357.9978,4015.0754,,
,3700.5005,5228.4951,6760.9292,7579.6553,,
,27810.967,14702.587,6631.5791,12043.285,,
,28338.049,26001.293,1259.9324,15408.928,,
,15820.905,2901.4138,1560.1232,11881.378,,
,23372.066,16573.783,1388.1748,3286.8801,,
,8944.0029,1821.5093,7102.4038,6186.8784,,
,17792.316,32963.449,4304.2559,4951.9082,,
,36392.242,43806.355,725.16003,2679.9651,,
,6492.918,20373.742,1005.8469,7759.3896,,
,17285.25,37203.559,1051.8134,2435.394,,
,9480.8291,5515.1216,553.93787,4675.3438,,
,23309.699,7491.2485,3002.9092,1316.5907,,
,27972.318,19698.736,3148.4263,2391.3472,,
,29303.588,16355.783,738.73206,2075.1331,,
,9081.4414,7277.5537,1800.4784,6858.9985,,
,5286.2505,17151.832,1144.0311,6549.5889,,
,10356.117,18049.504,1427.5713,3451.1597,,
,25637.436,8663.9443,1686.4233,4330.2905,,
,5377.7485,7791.6118,1775.0452,2650.0928,,
,23743.893,4798.4277,2383.1206,6214.0747,,
,10483.521,17291.67,2689.5698,24588.242,,
,12417.854,24054.035,875.93689,7747.5732,,
,5622.125,20039.15,11155.16,7652.2261,,
,19956.236,9056.7773,4084.3843,14773.375,,
,20892.234,14028.224,1868.2,10820.942,,
,13166.805,13450.72,1090.4528,3217.5503,,
,24567.863,9589.0312,455.92383,3087.0457,,
,14156.862,3067.9534,1143.2308,10324.613,,
,10169.775,26109.1,768.79797,3514.9619,,
,18700.143,18285.344,1626.7896,4361.5684,,
,17512.73,20285.896,3311.3647,10050.539,,
,6846.542,26799.303,2261.1052,14676.87,,
,9080.208,11048.171,677.2583,3021.3372,,
,26241.43,7926.8813,6129.2412,2842.8801,,
,4566.0479,16205.892,725.51044,9478.3633,,
,4182.0464,10671.521,973.57385,5801.6831,,
,8323.876,22652.799,3804.718,4269.4756,,
,11457.777,17533.293,2101.8826,2634.0337,,
,5993.9941,26745.096,1052.401,7946.1055,,
,33468.398,4947.2632,2692.3242,5201.2329,,
,5249.4771,18409.062,3445.6987,5814.2983,,
,7715.8721,6299.9805,983.849,6662.7148,,
,11471.351,43015.098,2028.082,3955.739,,
,21133.773,4973.2988,3626.7834,16178.01,,
,7704.1201,4449.0361,2219.0513,8131.2402,,
,11527.745,12964.237,591.36481,8710.2598,,
,19235.432,4250.5625,4215.644,5727.6538,,
,17956.125,7373.6177,3845.4827,3663.0129,,
,35497.035,3194.4666,5811.2734,20609.301,,
,9959.0098,15939.269,1026.8059,4613.5532,,
,10501.053,7998.9077,5917.2822,2390.499,,
,3011.4153,6179.1606,2463.4304,2578.8347,,
,4505.2803,20848.057,607.48517,12344.391,,
,9727.1152,28770.832,530.01416,13198.581,,
,18766.332,6375.793,437.83496,3505.3943,,
,5162.0986,7779.2271,974.04706,9010.1084,,
,9988.167,19123.055,680.23718,5806.666,,
,13756.2,14259.238,1845.6927,3842.3071,,
,4602.8506,5944.6401,1089.6836,8302.6484,,
,8569.7441,9372.0732,7143.4902,6729.0454,,
,12647.038,9725.5566,683.39636,1757.1948,,
,6969.5376,46365.742,537.94238,7093.5884,,
,17187.701,20054.301,2611.8364,10978.701,,
,1830.0649,28847.58,1924.6819,13033.106,,
,25664.164,13771.548,3981.2771,17986.877,,
,16137.03,26492.76,2045.9423,5262.4321,,
,3710.7424,19054.459,2768.7161,2354.822,,
,2467.8145,6233.292,574.41565,6214.1089,,
,3252.5801,3756.3513,3678.3833,8021.1636,,
,6368.4517,8882.3838,514.21326,4834.0068,,
,8330.2773,10190.956,1267.7206,3399.7495,,
,5478.4819,15614.979,3470.1155,10982.593,,
,16906.631,7601.2124,2613.5789,5827.8062,,
,2342.3669,12239.783,474.08868,7170.7095,,
,9019.6748,8412.2324,1234.7524,7734.4165,,
,14583.367,14248.107,519.27014,11745.974,,
,10100.728,15885.222,1183.7966,2770.7295,,
,16926.102,9600.6016,2661.1128,12284.267,,
,4955.3481,12697.811,1086.917,5461.7915,,
,4233.0044,9611.3818,1324.7655,3967.0378,,
,13719.837,5801.6245,3401.0493,4376.7832,,
,2277.9321,5381.8784,2479.3923,4674.8521,,
,13015.282,5499.7666,998.77533,3482.3562,,
,2769.5825,22481.371,471.09845,8917.0576,,
,5971.9062,5831.8271,2340.095,5769.6187,,
,2684.6453,2868.1223,2466.3235,7221.3921,,
,25937.643,11391.971,4754.022,10159.778,,
,4980.2339,5695.2651,1748.7235,3768.5891,,
,5222.1499,25028.627,946.39661,4099.7607,,
,4907.1284,5375.0918,2184.0894,9332.8271,,
,14427.953,12096.311,1368.3439,7650.2559,,
,16048.699,6968.2905,2633.1643,11837.887,,
,15426.09,14177.972,2800.5759,2620.342,,
,3814.2734,38772.098,10906.683,12192.511,,
,24985.846,29153.99,1899.6151,9463.6904,,
,23651.498,21184.275,2110.583,5966.5923,,
,2633.6196,19100.049,2183.9561,6256.7354,,
,12553.467,10563.876,5878.501,3120.2458,,
,10765.521,5921.0425,3014.9812,5013.3037,,
,13644.668,3248.4653,570.48254,12610.184,,
,21262.947,20848.328,13371.432,5370.9277,,
,7852.71,34511.477,802.37903,6561.8101,,
,7049.6646,20377.502,1600.9799,4611.9487,,
,15882.434,17899.668,1228.1477,2927.9824,,
,7938.3867,17727.289,3498.2974,5713.833,,
,2753.8081,3446.6782,1163.7355,15713.211,,
,9066.8867,27191.043,1581.0679,12504.205,,
,14256.512,21729.943,5553.3657,9565.7324,,
,5340.7729,12384.973,2435.5439,3756.0544,,
,31083.582,18232.691,761.55548,4385.4302,,
,9603.3242,21334.885,1063.9666,5934.0825,,
,14005.286,10167.008,3224.8647,13620.65,,
,9872.2197,33008.414,3934.6196,9120.8594,,
,28765.877,12096.397,713.1214,8940.7266,,
,10096.435,9370.0986,1118.6681,6450.7129,,
,6359.8291,23314.088,1007.6172,5704.9033,,
,13272.162,4575.0771,2542.502,10157.497,,
,3204.1641,10189.258,372.24765,13161.873,,
,8839.5742,16239.391,1242.0914,6870.2607,,
,3796.0425,17740.982,3452.2021,1459.1968,,
,25600.543,17091.332,1206.7755,19204.412,,
,2438.1941,12309.619,1591.6284,9449.375,,
,3648.3037,15353.756,422.47763,11073.655,,
,4613.917,18764.096,1127.1302,14680.943,,
,24153.91,31960.668,4085.2236,1668.047,,
,8579.5234,22159.846,2199.647,6574.7749,,
,17751.523,10928.527,2753.3787,13653.562,,
,16265.616,8301.0244,566.43323,10418.609,,
,19211.152,10547.949,3884.5339,5270.8472,,
,13286.114,16366.5,1466.3126,9205.5947,,
,26864.902,22026.719,1336.5109,12667.218,,
,11531.613,5504.645,446.48468,2925.4207,,
,3831.2664,25412.307,1725.5444,2522.6494,,
,20247.744,29845.947,2277.5793,14190.634,,
,19468.938,5597.936,7555.1577,2603.5789,,
,13956.117,14838.674,868.56433,8296.1533,,
,9795.6494,6241.3496,2373.9456,15714.707,,
,5454.1118,16362.568,647.18488,12211.707,,
,5385.4941,7863.5771,1715.2424,6114.4189,,
,6211.6343,14576.988,796.69714,4709.0342,,
,20498.387,29683.438,2702.5088,13704.24,,
,12749.817,5002.7856,2047.6216,21649.992,,
,3919.4761,20990.104,5531.7153,5570.3872,,
,3943.8616,8097.812,4832.4297,25164.707,,
,16188.877,4145.8115,2186.3413,5579.0464,,
,2150.8623,23782.641,1777.114,3349.0176,,
,31850.334,6850.5146,3398.4958,6679.3936,,
,21782.615,19438.779,809.90704,3109.3337,,
,17399.656,11206.185,1331.6238,2055.3032,,
,7699.1543,16221.065,2957.0605,13588.012,,
,16527.74,6209.0137,1440.5039,2955.8716,,
,23120.113,23357.967,555.55402,10980.667,,
,2890.5239,11805.607,1996.616,19484.004,,
,15627.213,4647.498,2243.1523,25499.719,,
,23103.043,15711.938,1159.2299,8103.4326,,
,6116.7769,22765.035,4865.1421,6845.417,,
,4366.6328,5674.1094,2054.4307,10741.18,,
,12150.47,10520.869,3099.5327,5990.686,,
,4128.6001,26639.309,3264.4878,3709.2756,,
,5440.6362,15050.382,787.47833,10329.89,,
,9048.2793,5074.4976,688.23663,2384.6211,,
,23788.791,4169.9189,938.70483,7963.4604,,
,5298.9248,21565.629,774.03418,8155.3916,,
,6238.8008,4846.4561,1030.0234,7427.9009,,
,28639.43,10873.124,2999.4597,7591.5996,,
,19497.76,19575.717,4848.7896,11523.689,,
,11464.404,16868.111,3385.1282,17008.791,,
,3264.5674,13080.996,5980.3247,10497.683,,
,35262.418,5116.0024,808.27277,6316.1006,,
,17232.803,24712.021,1561.2284,8562.0039,,
,2670.9985,6285.4849,1737.0146,9542.0293,,
,5323.1514,6156.0879,742.98218,5623.978,,
,19012.17,18435.158,796.11377,11282.905,,
,12056.263,37053.586,3757.3101,6507.7764,,
,20607.771,12204.838,2966.7512,7518.4409,,
,9181.5986,11301.694,2250.6248,9670.1699,,
,12341.326,6110.7715,1991.2831,14308.035,,
,16001.338,28725.996,1227.455,2461.0417,,
,3201.3293,8586.7832,1363.5532,3631.6387,,
,2984.5991,4012.4888,1422.3607,14467.616,,
,11810.155,27623.943,2210.311,6404.5493,,
,3665.6318,19960.213,4292.3833,10279.301,,
,25770.912,19507.105,6602.9976,7250.0151,,
,16708.342,6533.0352,492.24637,18527.119,,
,2862.4819,12586.129,2919.9243,4376.9268,,
,14164.408,6044.6475,1274.5446,5529.9536,,
,35209.863,5751.3877,7278.4009,10599.404,,
,8898.5312,14316.648,3561.2617,3318.5259,,
,5344.3086,14917.087,2836.2715,3210.0322,,
,18074.393,17970.58,11195.329,15787.796,,
,15595.704,12147.757,1412.4189,11731.446,,
,15046.079,8138.1616,11716.049,6355.4111,,
,25215.49,16217.593,6498.7529,3075.3916,,
,8806.7295,31652.77,8214.2285,10074.814,,
,2480.6951,32922.848,5162.3232,5253.9897,,
,29799.381,34390.59,10222.606,12837.76,,
,25705.338,8968.9355,4043.0571,14457.71,,
,8085.6235,2671.4333,7502.3584,6788.1216,,
,5546.7305,5894.8062,7059.5645,4762.7046,,
,2567.2529,18750.693,2059.0435,6844.3892,,
,21318.486,27031.576,1443.5356,5597.5288,,
,4716.7593,9476.2002,9704.4209,9457.2695,,
,19759.428,41164.242,3912.9946,3912.9346,,
,6412.4692,6597.2725,7802.1113,6816.1802,,
,9846.2979,11247.732,6665.3687,4392.9741,,
,9095.6514,10237.963,1615.8342,9177.5615,,
,13819.532,20699.053,2568.4849,4494.5112,,
,12189.325,7107.293,13453.12,4031.9878,,
,2708.9673,18680.598,3375.5959,14781.555,,
,30662.666,10326.084,7106.1704,11646.857,,
,14526.146,4852.1631,20757.979,4701.0288,,
,6397.9243,24498.818,8349.1758,11500.386,,
,5429.2617,19300.279,10453.4,3949.2388,,
,4378.0142,4339.2876,2336.7603,4469.8711,,
,2071.8452,6642.2231,10523.333,6952.606,,
,2602.4729,13200.327,13020.854,3870.6602,,
,11325.746,3904.1597,5740.1514,10506.191,,
,6359.5972,17576.945,8451.791,11431.719,,
,10203.392,6369.2485,11166.092,9777.5244,,
,2860.9185,25425.934,581.33447,8034.21,,
,6029.1006,9061.8115,14530.151,12064.013,,
,6712.7944,18422.271,5497.7051,10527.948,,
,5206.8691,13072.021,9030.9111,14064.241,,
,6328.0161,19224.15,1280.1206,5926.5054,,
,5184.7178,10151.263,6981.4697,12411.224,,
,5536.793,8473.6299,808.6994,7656.9556,,
,4567.333,11124.297,13304.975,8428.4248,,
,10728.292,20407.777,3109.9287,3108.9832,,
,2612.7988,17268.791,7132.2446,6668.6226,,
,3434.9207,14461.615,21765.479,4268.688,,
,5338.6089,11361.301,5390.5942,6556.6904,,
,17477.49,8885.8174,12380.027,18754.135,,
,15692.777,12503.015,13299.711,12570.771,,
,9845.3164,10010.523,8394.2002,11060.305,,
,26151.174,9444.1172,11398.934,4345.0449,,
,29680.555,13817.929,9900.4131,5560.0952,,
,14120.263,9034.6885,3606.6182,9118.6709,,
,2567.3145,11826.897,8458.417,11905.488,,
,5850.8647,4229.4316,24541.939,9320.3271,,
,17455.521,11375.163,3277.4031,15339.875,,
,5362.0698,19137.17,5259.2339,10794.791,,
,18121.318,16438.777,1929.9823,3958.7883,,
,12401.593,10490.332,15794.301,3399.03,,
,2448.2571,5841.2212,9552.6621,8910.7471,,
,6014.4233,8544.0527,5811.6528,9978.5752,,
,9382.6172,12826.908,3905.8149,8026.9893,,
,16397.994,16253.822,5677.0298,5053.4331,,
,11014.281,21963.613,16837.701,4488.3037,,
,10684.01,5212.9858,4796.0962,6751.876,,
,3711.3611,8166.9473,2250.5295,11038.878,,
,5693.8901,4684.1519,12337.221,6393.1338,,
,2542.7009,4624.2124,7946.6582,16574.754,,
,7689.959,40436.469,7564.2261,11833.592,,
,1554.4731,6260.6865,3843.9031,3712.9524,,
,18927.662,11212.066,4642.4189,6802.2227,,
,5809.0649,16795.615,10306.936,4269.7549,,
,3639.7102,5975.3911,2180.3152,4076.5569,,
,12877.454,7164.0708,697.56812,2977.3364,,
,2652.0493,12797.463,6286.0938,11151.155,,
,31231.396,13718.95,13575.311,4584.0718,,
,13742.753,3701.0974,16267.537,5911.2705,,
,27184.699,15816.762,16721.529,2947.2734,,
,11793.707,11051.907,1935.8506,14819.854,,
,13130.661,4564.896,2652.5945,7625.9126,,
,7491.1123,11228.701,15546.19,5624.9331,,
,21222.24,4955.4409,382.5296,4183.7759,,
,9320.4014,14339.911,1725.0671,8754.126,,
,8056.8091,6622.2036,5641.6606,21928.85,,
,4745.522,6852.9126,7761.7681,8004.0122,,
,11507.15,10322.529,10032.649,9680.1426,,
,28323.709,7065.7217,2111.5649,9617.0596,,
,20360.789,46705.41,13156.035,15697.44,,
,2590.9697,5642.1753,3637.085,11091.368,,
,5631.7114,18418.939,5553.9697,6141.1313,,
,7384.0225,5339.4526,1716.3634,10043.353,,
,10184.766,9841.8398,1356.7842,11157.569,,
,3965.7893,9124.9355,749.81982,16563.332,,
,15663.314,17334.09,3528.0122,5054.2935,,
,14150.883,25973.141,565.15961,8758.6396,,
,27674.59,2928.7725,254.02533,16333.571,,
,5009.4028,19281.381,400.29153,3858.1433,,
,23402.545,17219.471,414.60638,3873.6736,,
,5422.5317,23245.156,2141.5786,14100.539,,
,4756.3735,10771.264,657.49017,6106.7993,,
,19785.463,7743.9453,7378.0522,8430.0566,,
,30366.191,11455.672,9375.165,3832.176,,
,3208.7266,11679.463,10174.867,10373.11,,
,2975.5413,37622.965,24724.285,4062.2048,,
,26220.506,4799.5312,12657.59,7260.1753,,
,14556.289,9677.9795,18100.635,4006.3845,,
,11480.8,38979.859,5928.5107,11039.758,,
,5189.626,25747.582,8706.6758,7101.1655,,
,4412.4692,28439.979,10718.271,23960.926,,
,11469.724,8201.6475,8701.1318,7476.0317,,
,4035.5698,23957.121,7716.1689,5015.9971,,
,6815.7734,34467.379,2789.7476,2954.6802,,
,25367.586,48270.652,9641.9277,5181.9321,,
,15479.892,18734.906,2266.2141,11075.266,,
,23548.186,4526.2603,8528.4883,2421.8345,,
,29605.279,19576.637,2237.325,17305.352,,
,2803.2686,32262.49,2262.2915,14766.214,,
,3012.3154,6152.1689,5644.3848,7460.2729,,
,2975.3118,12384.424,2955.626,2996.5444,,
,24888.062,18782.213,973.24805,11645.229,,
,15942.745,15428.878,1702.8713,5088.2852,,
,4944.2334,9035.7373,888.19891,15262.681,,
,4128.6562,16934.904,1525.7164,1629.5179,,
,12273.383,27615.191,1401.4823,20880.379,,
,26747.842,24470.18,1284.8406,5019.3267,,
,16305.342,19146.578,1261.0542,15468.509,,
,7094.4014,23730.939,970.38776,16330.046,,
,6377.2866,11641.453,4711.7632,16611.646,,
,5455.2559,9714.3994,1587.111,2351.0989,,
,16213.978,30655.984,6610.0342,9926.1953,,
,9903.082,22537.652,8909.2402,12432.96,,
,36454.691,13224.798,855.74316,6628.8599,,
,11136.911,29199.957,1812.4702,15209.335,,
,8717.7979,12939.522,1005.4965,2481.3647,,
,7351.9092,16735.244,1103.714,12593.829,,
,7699.2036,23300.75,639.68463,12754.637,,
,17023.348,13355.469,7279.1958,11351.93,,
,14030.273,17777.617,2198.8005,1671.4142,,
,13451.36,25009.621,1749.4664,13013.559,,
,17890.773,37452.094,705.16772,20928.283,,
,7806.4946,7420.627,3454.6416,10055.312,,
,19778.145,5944.7749,737.52789,21396.27,,
,3858.0623,17037.842,6959.9292,15378.129,,
,6728.4199,7599.2183,1966.9873,10778.909,,
,20604.893,10658.839,1144.4286,12406.231,,
,6730.9233,2775.1772,2369.7297,7858.1641,,
,36559.578,24523.449,1938.6909,6570.8105,,
,5951.874,13980.505,1861.3239,8822.4023,,
,36589.637,3147.6685,4610.2842,1667.8173,,
,2859.7363,13260.431,1942.3671,4765.9878,,
,3600.8452,6066.207,8672.2568,12441.839,,
,15382.964,6367.4541,1370.9221,3869.4473,,
,6674.2334,19800.285,731.38153,6441.3359,,
,9999.0791,28504.225,10766.312,13159.059,,
,16158.935,4094.248,653.61133,6777.979,,
,5037.6021,19142.268,1184.0795,6883.8916,,
,16908.766,9317.8828,1578.4153,4913.4741,,
,15009.773,18948.709,2247.0483,18133.15,,
,7196.481,12664.375,1485.89,15828.527,,
,17960.057,33568.301,814.52374,15739.269,,
,15651.27,26633.643,3841.595,7698.1411,,
,11330.985,13816.839,3786.1379,12458.602,,
,3774.0193,32515.85,948.05591,11932.061,,
,7009.5537,16231.275,1888.5945,5424.8086,,
,24668.867,20206.809,801.81226,10619.18,,
,13610.854,2838.1973,1654.3513,7932.5801,,
,6240.5269,4610.5571,1907.5428,2784.5188,,
,13516.924,21029.061,488.91931,3731.4202,,
,13457.301,20512.484,739.89734,8369.8311,,
,7442.7378,15815.833,1460.5713,7276.6245,,
,14293.609,2585.405,556.74908,23503.93,,
,4086.4014,5032.1514,470.19739,4398.6484,,
,20891.98,28598.033,1776.451,9212.709,,
,28493.756,30191.465,1161.6617,6387.7739,,
,6957.9819,16687.584,5225.3301,11307.524,,
,10358.302,11509.65,1367.2827,3250.6536,,
,2350.3008,7793.3691,2089.9634,1965.5769,,
,33986.23,13400.549,1001.6353,5340.5601,,
,12939.152,8198.7051,1242.5908,4567.5259,,
,5296.1396,18624.148,2497.4736,7500.167,,
,11784.446,27549.785,10798.864,5979.8496,,
,27824.455,20198.686,4970.1011,17192.543,,
,9084.5859,30570.777,2517.6184,13461.217,,
,16909.652,9102.5137,2128.0356,2947.5774,,
,2533.7188,11880.316,1180.5863,5891.8984,,
,7097.8555,22695.977,1285.1273,3364.4209,,
,26920.271,4024.4692,1562.7413,16910.84,,
,8633.5479,13850.899,1971.5469,10026.999,,
,2438.0134,20391.137,3625.4802,2617.6272,,
,13128.603,9200.5957,4653.77,3172.0051,,
,10894.659,36092.41,681.08075,6888.9888,,
,31900.611,37517.535,1441.9004,10334.048,,
,8802.2764,8076.6035,666.29761,14559.989,,
,2433.4604,13545.811,3306.187,3037.709,,
,16779.861,7888.8159,2424.0801,7783.3076,,
,7633.1392,9863.9639,3397.4297,4034.6421,,
,4774.4014,8379.1123,1153.8571,15103.012,,
,4546.4297,20086.672,2937.1467,8928.3896,,
,4354.5142,10614.643,8554.2969,7582.8096,,
,21420.541,17290.199,2197.679,16325.247,,
,11842.601,18400.998,1900.9594,4504.1973,,
,8510.4443,14747.79,10704.006,5477.3936,,
,25117.381,4885.126,976.41754,3068.2214,,
,7558.1963,18233.584,6884.2202,17457.189,,
,4935.7285,17199.896,742.95837,10504.835,,
,15321.472,32814.758,3704.4888,17422.607,,
,4211.4453,3383.0178,5224.5654,3269.7771,,
,9306.9365,8013.877,768.0545,6814.896,,
,4181.8711,5456.6279,3200.333,13099.752,,
,7109.0073,6811.1543,6071.7773,16861.023,,
,16160.791,19449.477,8230.5283,7637.7573,,
,14564.252,4039.5347,3651.1152,4503.7588,,
,21240.326,2714.8098,1480.6882,9289.0225,,
,8279.2578,24947.975,2524.3311,6830.8149,,
,5888.2944,10956.723,1563.7316,7647.0723,,
,6661.9341,11084.377,3258.6372,9842.6318,,
,5876.0591,10058.262,893.276,15688.325,,
,6653.5283,5275.9888,2386.8984,10654.731,,
,4326.7925,6373.2715,3506.1292,13421.235,,
,9674.8945,38313.07,2346.2852,8475.7021,,
,11178.688,4738.6133,2161.8916,3711.863,,
,10928.42,12590.946,2698.1677,7381.3789,,
,7651.4658,6096.3833,4918.3423,3256.6816,,
,2274.6384,7111.7778,8070.7163,15192.656,,
,12386.197,31734.828,665.20282,5014.5122,,
,7653.7124,19165.359,2764.4058,14575.229,,
,10451.929,3455.3435,1227.4568,13818.832,,
,3669.0315,3152.2107,1969.0154,5464.3691,,
,1710.3898,37388.516,711.36926,3189.1594,,
,5465.7588,25137.154,6921.0396,10614.924,,
,2626.3804,29101.479,2843.4148,6072.4043,,
,5344.4849,3753.6443,1120.929,15152.842,,
,13936.636,17114.045,1240.0348,3479.7097,,
,22765.85,8575.291,845.6076,6466.395,,
,10500.782,28798.861,2008.3105,7826.6831,,
,20584.875,28020.125,3246.1033,8531.4658,,
,7114.4482,7752.4204,3057.4067,4307.0737,,
,18644.332,11465.03,828.2627,4494.416,,
,4517.6528,36039.602,660.85693,2385.272,,
,7407.3599,5599.333,4064.3667,6275.7944,,
,1402.8798,8834.2988,4056.7847,10642.336,,
,2966.0955,11414.443,1557.6824,19677.514,,
,15317.996,4299.6719,1010.8639,14508.916,,
,23180.625,18113.273,5394.4214,11141.812,,
,15779.476,3099.1221,1361.1715,8788.2002,,
,2882.5483,12978.057,672.25507,7910.2207,,
,4044.9426,30987.262,6675.9365,5514.3608,,
,9474.3047,3868.2734,3246.0518,12302.048,,
,4186.6865,6170.1416,10170.815,4000.5435,,
,7477.5605,4219.5747,1127.0668,10443.309,,
,27119.422,16866.109,1327.8778,9171.7383,,
,8448.6562,12878.62,4149.9248,4745.5464,,
,6100.1782,35870.613,5200.6147,17892.088,,
,31412.443,26682.125,5401.2437,8225.5449,,
,12997.168,9422.5098,11452.865,20210.527,,
,16398.291,14037.483,3533.9028,9025.6494,,
,15140.575,3992.0095,4956.1177,3228.4495,,
,12055.857,19018.666,1173.33,9919.7119,,
,6860.3755,31403.566,8401.3721,6083.0059,,
,19225.262,4275.896,1977.4055,7012.252,,
,13633.764,36512.719,8696.166,10292.741,,
,10720.78,9367.5166,939.26196,5558.7998,,
,22197.865,21205.303,2273.0088,12331.522,,
,8510.0508,24093.469,4901.2568,7690.3188,,
,26691.24,31580.07,2554.5913,8399.8955,,
,9989.2617,16552.812,1851.8635,2962.1135,,
,27240.814,3022.1929,1862.1047,7943.6753,,
,11882.833,6561.2705,1454.8367,10340.749,,
,10366.035,5430.9775,6532.5581,16656.74,,
,18666.002,10569.052,3922.7834,7772.5591,,
,10559.638,29049.164,663.47388,10935.599,,
,3104.4746,14234.618,7032.1934,2640.7041,,
,11954.211,21033.809,1253.9153,11873.034,,
,4139.7417,22820.396,9544.4346,17379.98,,
,23520.357,8981.5078,3035.1604,12034.175,,
,24480.156,9867.8877,415.22247,21571.74,,
,3817.541,3278.748,3397.3892,16560.898,,
,11437.787,4503.4556,504.49384,7327.5547,,
,3931.4844,14659.013,2064.5664,5764.7549,,
,3907.4641,5750.2598,1690.6638,8119.5093,,
,6257.7407,15253.121,1223.0183,7067.7993,,
,11101.8,23650.9,2412.1917,12472.937,,
,22807.25,6780.7607,5293.9302,5474.6885,,
,5716.2739,7077.0142,471.78918,3082.6418,,
,16144.949,21656.562,4799.0513,19155.998,,
,7605.8008,4559.8271,3261.5732,5216.7432,,
,8715.8799,22571.955,484.7901,4233.2266,,
,13690.442,36755.531,6002.7515,9704.584,,
,3577.5134,10950.124,393.58026,17226.551,,
,4000.3889,11287.232,2037.4652,3641.9573,,
,7775.356,7494.6221,4320.8584,19575.523,,
,2062.6914,29003.703,2832.1025,4422.8057,,
,29389.818,22691.645,1791.8279,7946.1919,,
,19546.082,17039.318,2311.6543,7323.3813,,
,5651.2168,18923.303,833.5791,2549.4492,,
,3434.0295,10709.27,7306.0854,3847.0261,,
,2785.624,13120.231,2418.1367,4798.6484,,
,8522.9248,16888.305,2013.9963,11045.723,,
,6545.4053,36004.414,426.65875,8378.374,,
,15525.193,5517.1328,4606.7803,2097.9685,,
,11499.822,10061.385,1313.9318,6374.0566,,
,3802.6587,8505.1221,663.35425,7565.127,,
,8632.2949,9251.5869,3865.6514,16544.959,,
,9351.7656,6028.7393,168.34578,11469.513,,
,35573.223,9433.2178,2859.4351,2257.7278,,
,19031.953,19240.602,2093.5784,8415.4541,,
,4104.3486,17312.273,1233.0692,2830.1492,,
,23229.275,13902.009,3950.4524,16843.074,,
,12124.601,15100.73,2701.3098,6421.8579,,
,6358.5903,20615.982,1283.0492,6494.5146,,
,25281.959,6743.3877,707.38458,10157.906,,
,6705.6084,36293.469,5805.1938,11414.528,,
,12852.562,42088.949,2023.9648,4220.0308,,
,5844.5703,26407.492,332.49078,4877.0273,,
